kilometraje;precio;año;modelo_Model 3;modelo_Model S;modelo_Model X;modelo_Model Y;color_azul;color_blanco;color_gris;color_marron;color_negro;color_plata;color_rojo;pais_España;pais_Francia;pais_Portugal
26;116205;2024;False;False;True;False;False;False;False;False;False;False;True;False;False;True
31;126525;2024;False;False;True;False;False;False;False;False;False;False;True;False;False;True
0;43475;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;True
0;51275;2024;True;False;False;False;False;False;True;False;False;False;False;False;False;True
94337;28200;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
68845;28900;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
112637;30600;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
53808;30800;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
52917;30700;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
57691;31000;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
63570;31000;2019;True;False;False;False;False;True;False;False;False;False;False;False;True;False
49251;31100;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
46308;31200;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
79887;31300;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
61733;31800;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
76126;32000;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
55927;31800;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
44365;32200;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
65224;33300;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
37680;32800;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
24781;33900;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
40623;34700;2020;True;False;False;False;False;True;False;False;False;False;False;False;True;False
31909;39400;2021;True;False;False;False;False;True;False;False;False;False;False;False;True;False
10;39990;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
5;40990;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
226;40990;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
9;40990;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;41180;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;41180;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;41340;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
5;42180;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;42530;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;42530;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
10;43090;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
96688;43400;2019;False;True;False;False;False;True;False;False;False;False;False;False;True;False
7;44280;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
10;44990;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
13;45140;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
9561;45380;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
20423;46800;2022;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;46990;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
6399;47240;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
5741;47490;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
2337;47540;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
5;47800;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;47990;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
5;47990;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
15;48620;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;49180;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;49180;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
6;49180;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;49340;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
4;49340;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
5;49530;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;49770;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;49990;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;49990;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;50090;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;50790;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
9;51110;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;51180;2025;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;51180;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;51280;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;51340;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;51440;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;51850;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
15;52080;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;52370;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;52530;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
7;52630;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
15;52850;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;53790;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;53990;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
53949;54000;2020;False;False;True;False;False;True;False;False;False;False;False;False;True;False
91785;54100;2020;False;False;True;False;False;True;False;False;False;False;False;False;True;False
9;55160;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
4;55180;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;55180;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;55340;2024;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;57490;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
0;57790;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
0;58680;2024;True;False;False;False;False;True;False;False;False;False;False;False;True;False
2;59140;2025;False;False;False;True;False;True;False;False;False;False;False;False;True;False
3414;83980;2023;False;True;False;False;False;True;False;False;False;False;False;False;True;False
723;90200;2024;False;True;False;False;False;True;False;False;False;False;False;False;True;False
21;103390;2024;False;False;True;False;False;True;False;False;False;False;False;False;True;False
25;115290;2024;False;True;False;False;False;True;False;False;False;False;False;False;True;False
0;117090;2023;False;False;True;False;False;True;False;False;False;False;False;False;True;False
0;120890;2024;False;False;True;False;False;True;False;False;False;False;False;False;True;False
56115;30000;2020;True;False;False;False;True;False;False;False;False;False;False;False;True;False
50581;30900;2021;True;False;False;False;True;False;False;False;False;False;False;False;True;False
22191;31700;2020;True;False;False;False;True;False;False;False;False;False;False;False;True;False
78898;32600;2020;True;False;False;False;True;False;False;False;False;False;False;False;True;False
90951;34100;2021;True;False;False;False;True;False;False;False;False;False;False;False;True;False
43763;38000;2021;True;False;False;False;True;False;False;False;False;False;False;False;True;False
13;40080;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
1848;40520;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
807;40640;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
0;41140;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
21;41170;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
0;41290;2025;True;False;False;False;True;False;False;False;False;False;False;False;True;False
15;41440;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
29;41440;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
2629;41440;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
0;42480;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
0;42640;2025;True;False;False;False;True;False;False;False;False;False;False;False;True;False
0;42640;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
5;43480;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
114328;44200;2019;False;False;True;False;True;False;False;False;False;False;False;False;True;False
0;49290;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
0;49330;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
1412;50170;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
4;50390;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
15;50600;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
4;50640;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
0;51290;2025;True;False;False;False;True;False;False;False;False;False;False;False;True;False
0;51290;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
4;51390;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
7;51390;2024;False;False;False;True;True;False;False;False;False;False;False;False;True;False
96181;51500;2020;False;True;False;False;True;False;False;False;False;False;False;False;True;False
5;52390;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
0;52480;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
0;52640;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
4;53090;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
58870;53550;2020;False;True;False;False;True;False;False;False;False;False;False;False;True;False
5;55290;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
4;56640;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
0;57830;2025;False;False;False;True;True;False;False;False;False;False;False;False;True;False
12;58790;2025;True;False;False;False;True;False;False;False;False;False;False;False;True;False
19;62590;2024;True;False;False;False;True;False;False;False;False;False;False;False;True;False
1064;89220;2024;False;True;False;False;True;False;False;False;False;False;False;False;True;False
50;96400;2023;False;True;False;False;True;False;False;False;False;False;False;False;True;False
401;113040;2024;False;False;True;False;True;False;False;False;False;False;False;False;True;False
60;118690;2023;False;False;True;False;True;False;False;False;False;False;False;False;True;False
31;124890;2023;False;False;True;False;True;False;False;False;False;False;False;False;True;False
55066;31200;2019;True;False;False;False;False;False;False;False;True;False;False;False;True;False
63684;33400;2020;True;False;False;False;False;False;False;False;True;False;False;False;True;False
51506;33700;2019;True;False;False;False;False;False;False;False;True;False;False;False;True;False
36843;35300;2023;True;False;False;False;False;False;False;False;True;False;False;False;True;False
28589;36500;2023;True;False;False;False;False;False;False;False;True;False;False;False;True;False
84325;38000;2018;False;True;False;False;False;False;False;False;True;False;False;False;True;False
15;41140;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;41290;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
12;41290;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
102621;41400;2019;False;True;False;False;False;False;False;False;True;False;False;False;True;False
12;42080;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;42480;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;42480;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;42640;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;42640;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
10;42640;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
12;42640;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
4;44390;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
9;44390;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
99838;44500;2019;False;True;False;False;False;False;False;False;True;False;False;False;True;False
0;46290;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
9;47480;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
12;47480;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;47830;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
6166;48500;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
14953;48800;2022;False;False;False;True;False;False;False;False;True;False;False;False;True;False
0;49290;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
0;49290;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
145;49290;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
2;50480;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
12;50600;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;50640;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
0;51290;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
10;51290;2025;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;51290;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;51390;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
5;51390;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
95034;51800;2019;False;False;True;False;False;False;False;False;True;False;False;False;True;False
2;51830;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
0;52480;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
7;52580;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
4;53090;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
4;53090;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
4;53890;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
5;54280;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
4;54440;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
59026;55000;2019;False;False;True;False;False;False;False;False;True;False;False;False;True;False
0;55290;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
4;55290;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
5;56480;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
0;56640;2025;False;False;False;True;False;False;False;False;True;False;False;False;True;False
0;56640;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
0;58790;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
0;59980;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
7;60280;2024;False;False;False;True;False;False;False;False;True;False;False;False;True;False
10;62590;2024;True;False;False;False;False;False;False;False;True;False;False;False;True;False
5165;87220;2024;False;True;False;False;False;False;False;False;True;False;False;False;True;False
27477;88500;2023;False;True;False;False;False;False;False;False;True;False;False;False;True;False
31;92140;2024;False;True;False;False;False;False;False;False;True;False;False;False;True;False
1011;102280;2023;False;True;False;False;False;False;False;False;True;False;False;False;True;False
18;102780;2024;False;False;True;False;False;False;False;False;True;False;False;False;True;False
49;108190;2024;False;False;True;False;False;False;False;False;True;False;False;False;True;False
20;109390;2024;False;False;True;False;False;False;False;False;True;False;False;False;True;False
541;109940;2024;False;True;False;False;False;False;False;False;True;False;False;False;True;False
20;115290;2024;False;False;True;False;False;False;False;False;True;False;False;False;True;False
17;115490;2024;False;True;False;False;False;False;False;False;True;False;False;False;True;False
23;118690;2023;False;False;True;False;False;False;False;False;True;False;False;False;True;False
20;119290;2024;False;False;True;False;False;False;False;False;True;False;False;False;True;False
54847;27300;2020;True;False;False;False;False;False;False;False;False;True;False;False;True;False
127132;28600;2018;False;True;False;False;False;False;False;False;False;True;False;False;True;False
65352;29200;2019;True;False;False;False;False;False;False;False;False;True;False;False;True;False
40244;29500;2021;True;False;False;False;False;False;False;False;False;True;False;False;True;False
46586;31300;2020;True;False;False;False;False;False;False;False;False;True;False;False;True;False
45587;32600;2019;True;False;False;False;False;False;False;False;False;True;False;False;True;False
88254;33500;2021;True;False;False;False;False;False;False;False;False;True;False;False;True;False
30295;39200;2020;True;False;False;False;False;False;False;False;False;True;False;False;True;False
91833;43200;2018;False;False;True;False;False;False;False;False;False;True;False;False;True;False
12996;45900;2023;True;False;False;False;False;False;False;False;False;True;False;False;True;False
56744;45900;2019;False;True;False;False;False;False;False;False;False;True;False;False;True;False
28590;46000;2023;True;False;False;False;False;False;False;False;False;True;False;False;True;False
130467;47000;2020;False;False;True;False;False;False;False;False;False;True;False;False;True;False
75286;48500;2019;False;False;True;False;False;False;False;False;False;True;False;False;True;False
98188;49000;2019;False;False;True;False;False;False;False;False;False;True;False;False;True;False
52351;49900;2018;False;False;True;False;False;False;False;False;False;True;False;False;True;False
84586;51400;2019;False;False;True;False;False;False;False;False;False;True;False;False;True;False
64177;53800;2019;False;False;True;False;False;False;False;False;False;True;False;False;True;False
124770;55500;2020;False;False;True;False;False;False;False;False;False;True;False;False;True;False
55363;56000;2019;False;False;True;False;False;False;False;False;False;True;False;False;True;False
12384;91000;2023;False;False;True;False;False;False;False;False;False;True;False;False;True;False
86;109290;2023;False;False;True;False;False;False;False;False;False;True;False;False;True;False
136796;29000;2021;True;False;False;False;False;False;False;False;False;False;True;False;True;False
68266;29900;2022;True;False;False;False;False;False;False;False;False;False;True;False;True;False
91051;30200;2021;True;False;False;False;False;False;False;False;False;False;True;False;True;False
64707;33700;2021;True;False;False;False;False;False;False;False;False;False;True;False;True;False
38031;34100;2020;True;False;False;False;False;False;False;False;False;False;True;False;True;False
40947;34600;2023;True;False;False;False;False;False;False;False;False;False;True;False;True;False
42177;36900;2021;True;False;False;False;False;False;False;False;False;False;True;False;True;False
10713;44500;2023;False;False;False;True;False;False;False;False;False;False;True;False;True;False
90274;44700;2019;False;True;False;False;False;False;False;False;False;False;True;False;True;False
3906;38780;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;41830;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
52;41850;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
10;41900;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;41990;2025;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;41990;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
15;42010;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
23;43010;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
12;43120;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
10;43180;2025;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;43180;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
13;43280;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;43340;2025;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;43340;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
12;45790;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
21;45790;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
13;50430;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
70;51540;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
10;51580;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;51990;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
15;52580;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
15;52700;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
12;53000;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
0;53180;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
15;53880;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
12;55720;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
24;59490;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
13;60070;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
11;64480;2024;True;False;False;False;False;False;False;False;False;False;True;False;True;False
5313;101140;2024;False;True;False;False;False;False;False;False;False;False;True;False;True;False
21;102300;2024;False;True;False;False;False;False;False;False;False;False;True;False;True;False
26;109200;2024;False;False;True;False;False;False;False;False;False;False;True;False;True;False
197;113290;2024;False;False;True;False;False;False;False;False;False;False;True;False;True;False
0;42640;2025;True;False;False;False;False;False;True;False;False;False;False;False;True;False
10;46440;2024;True;False;False;False;False;False;True;False;False;False;False;False;True;False
0;51290;2025;True;False;False;False;False;False;True;False;False;False;False;False;True;False
0;51290;2024;True;False;False;False;False;False;True;False;False;False;False;False;True;False
0;52480;2025;True;False;False;False;False;False;True;False;False;False;False;False;True;False
0;52640;2024;True;False;False;False;False;False;True;False;False;False;False;False;True;False
33;53670;2024;True;False;False;False;False;False;True;False;False;False;False;False;True;False
10;56280;2025;True;False;False;False;False;False;True;False;False;False;False;False;True;False
0;58790;2024;True;False;False;False;False;False;True;False;False;False;False;False;True;False
15;112790;2024;False;False;True;False;False;False;True;False;False;False;False;False;True;False
26;115680;2024;False;True;False;False;False;False;True;False;False;False;False;False;True;False
20;117590;2024;False;False;True;False;False;False;True;False;False;False;False;False;True;False
20;126890;2024;False;False;True;False;False;False;True;False;False;False;False;False;True;False
63000;25990;2022;True;False;False;False;True;False;False;False;False;False;False;True;False;False
47479;28490;2020;True;False;False;False;True;False;False;False;False;False;False;True;False;False
124839;25940;2019;True;False;False;False;True;False;False;False;False;False;False;True;False;False
89831;38890;2019;True;False;False;False;True;False;False;False;False;False;False;True;False;False
21318;29700;2020;True;False;False;False;True;False;False;False;False;False;False;True;False;False
96000;48900;2019;True;False;False;False;True;False;False;False;False;False;False;True;False;False
49000;31500;2021;True;False;False;False;True;False;False;False;False;False;False;True;False;False
2490;41500;2024;True;False;False;False;True;False;False;False;False;False;False;True;False;False
74000;37900;2017;True;False;False;False;True;False;False;False;False;False;False;True;False;False
220000;35000;2014;True;False;False;False;True;False;False;False;False;False;False;True;False;False
62000;30490;2022;True;False;False;False;True;False;False;False;False;False;False;True;False;False
39413;28990;2019;True;False;False;False;True;False;False;False;False;False;False;True;False;False
56064;28995;2022;True;False;False;False;True;False;False;False;False;False;False;True;False;False
58000;54900;2020;True;False;False;False;True;False;False;False;False;False;False;True;False;False
93000;25850;2021;True;False;False;False;True;False;False;False;False;False;False;True;False;False
60000;33990;2021;True;False;False;False;True;False;False;False;False;False;False;True;False;False
69800;31900;2021;True;False;False;False;True;False;False;False;False;False;False;True;False;False
128000;24900;2019;True;False;False;False;True;False;False;False;False;False;False;True;False;False
35000;49999;2020;True;False;False;False;True;False;False;False;False;False;False;True;False;False
137183;25000;2019;True;False;False;False;True;False;False;False;False;False;False;True;False;False
57671;29790;2022;True;False;False;False;True;False;False;False;False;False;False;True;False;False
58500;49900;2019;True;False;False;False;True;False;False;False;False;False;False;True;False;False
129446;21500;2020;True;False;False;False;True;False;False;False;False;False;False;True;False;False
43000;37000;2021;True;False;False;False;True;False;False;False;False;False;False;True;False;False
78713;24995;2021;True;False;False;False;True;False;False;False;False;False;False;True;False;False
57000;27950;2022;True;False;False;False;True;False;False;False;False;False;False;True;False;False
65000;27850;2022;True;False;False;False;True;False;False;False;False;False;False;True;False;False
57000;28990;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
170000;44800;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
71000;24999;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
46686;39900;2023;True;False;False;False;False;True;False;False;False;False;False;True;False;False
56000;59900;2017;True;False;False;False;False;True;False;False;False;False;False;True;False;False
18000;79990;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
52000;60900;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
8900;39900;2022;True;False;False;False;False;True;False;False;False;False;False;True;False;False
85000;54990;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
41000;38900;2022;True;False;False;False;False;True;False;False;False;False;False;True;False;False
77000;33900;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
16000;89900;2023;True;False;False;False;False;True;False;False;False;False;False;True;False;False
39900;37500;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
33900;39990;2023;True;False;False;False;False;True;False;False;False;False;False;True;False;False
15040;87400;2023;True;False;False;False;False;True;False;False;False;False;False;True;False;False
110000;42999;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
98226;31890;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
69000;32975;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
52000;28900;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
52000;47900;2017;True;False;False;False;False;True;False;False;False;False;False;True;False;False
1;49900;2024;True;False;False;False;False;True;False;False;False;False;False;True;False;False
42901;33990;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
9294;42950;2023;True;False;False;False;False;True;False;False;False;False;False;True;False;False
77000;26850;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
4430;85200;2023;True;False;False;False;False;True;False;False;False;False;False;True;False;False
27277;27490;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
36000;32490;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
84188;28480;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
28000;37900;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
31886;27990;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
88000;29900;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
127000;27490;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
38091;48990;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
55000;35900;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
14000;32500;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
31000;33500;2022;True;False;False;False;False;True;False;False;False;False;False;True;False;False
120000;32900;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
116000;29900;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
60000;32990;2022;True;False;False;False;False;True;False;False;False;False;False;True;False;False
95000;23900;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
87523;28980;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
48523;43900;2022;True;False;False;False;False;True;False;False;False;False;False;True;False;False
113000;25450;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
169800;28990;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
26000;29850;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
88000;26900;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
58000;35900;2022;True;False;False;False;False;True;False;False;False;False;False;True;False;False
7925;46990;2024;True;False;False;False;False;True;False;False;False;False;False;True;False;False
49900;37500;2022;True;False;False;False;False;True;False;False;False;False;False;True;False;False
120000;27500;2020;True;False;False;False;False;True;False;False;False;False;False;True;False;False
56000;35500;2021;True;False;False;False;False;True;False;False;False;False;False;True;False;False
9094;83000;2023;True;False;False;False;False;True;False;False;False;False;False;True;False;False
53000;27990;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
180000;24990;2019;True;False;False;False;False;True;False;False;False;False;False;True;False;False
16;37000;2024;True;False;False;False;False;True;False;False;False;False;False;True;False;False
188000;24550;2015;False;True;False;False;False;True;False;False;False;False;False;True;False;False
23000;34500;2023;False;True;False;False;False;True;False;False;False;False;False;True;False;False
63776;32990;2021;False;True;False;False;False;True;False;False;False;False;False;True;False;False
44998;30990;2023;False;True;False;False;False;True;False;False;False;False;False;True;False;False
124650;21800;2020;False;True;False;False;False;True;False;False;False;False;False;True;False;False
51900;41900;2022;False;True;False;False;False;True;False;False;False;False;False;True;False;False
90000;28890;2020;False;True;False;False;False;True;False;False;False;False;False;True;False;False
42901;33990;2021;False;True;False;False;False;True;False;False;False;False;False;True;False;False
84188;28480;2020;False;True;False;False;False;True;False;False;False;False;False;True;False;False
127000;27990;2020;False;True;False;False;False;True;False;False;False;False;False;True;False;False
62000;30990;2021;False;True;False;False;False;True;False;False;False;False;False;True;False;False
421;37990;2024;False;True;False;False;False;True;False;False;False;False;False;True;False;False
60000;32990;2022;False;True;False;False;False;True;False;False;False;False;False;True;False;False
57525;33998;2022;False;True;False;False;False;True;False;False;False;False;False;True;False;False
91000;43900;2016;False;False;True;False;False;True;False;False;False;False;False;True;False;False
98226;31890;2021;False;False;True;False;False;True;False;False;False;False;False;True;False;False
29447;42300;2022;False;False;True;False;False;True;False;False;False;False;False;True;False;False
11421;40990;2024;False;False;True;False;False;True;False;False;False;False;False;True;False;False
