modelo,precio,matriculacion,kilometraje,color,pais
Tesla Model 3,41990,2024,0,rojo,France
Tesla Model 3,42010,2024,15,rojo,France
Tesla Model 3,43010,2024,23,rojo,France
Tesla Model 3,43120,2024,12,rojo,France
Tesla Model 3,43180,2025,10,rojo,France
Tesla Model 3,43180,2024,0,rojo,France
Tesla Model 3,43280,2024,13,rojo,France
Tesla Model 3,43340,2025,0,rojo,France
Tesla Model 3,43340,2024,0,rojo,France
Tesla Model 3,45790,2024,12,rojo,France
Tesla Model 3,45790,2024,21,rojo,France
Tesla Model 3 Long Range AWD,50430,2024,13,rojo,France
Tesla Model 3 Long Range AWD,51540,2024,70,rojo,France
Tesla Model 3 Long Range AWD,51580,2024,10,rojo,France
Tesla Model 3 Long Range AWD,51990,2024,0,rojo,France
Tesla Model 3 Long Range AWD,52580,2024,15,rojo,France
Tesla Model 3 Long Range AWD,52700,2024,15,rojo,France
Tesla Model 3 Long Range AWD,53000,2024,12,rojo,France
Tesla Model 3 Long Range AWD,53180,2024,0,rojo,France
Tesla Model 3 Long Range AWD,53180,2024,0,rojo,France
Tesla Model 3 Long Range AWD,53880,2024,15,rojo,France
Tesla Model 3 Long Range AWD,55720,2024,12,rojo,France
Tesla Model 3 Performance,59490,2024,24,rojo,France
Tesla Model 3 Performance,60070,2024,13,rojo,France
Tesla Model 3 Performance,64480,2024,11,rojo,France
Tesla Model S Plaid,101140,2024,5313,rojo,France
Tesla Model S Plaid,102300,2024,21,rojo,France
Tesla Model X,109200,2024,26,rojo,France
Tesla Model X Plaid,113290,2024,197,rojo,France
Tesla Model 3,42640,2025,0,gris,France
Tesla Model 3,46440,2024,10,gris,France
Tesla Model 3 Long Range AWD,51290,2025,0,gris,France
Tesla Model 3 Long Range AWD,51290,2024,0,gris,France
Tesla Model 3 Long Range AWD,52480,2025,0,gris,France
Tesla Model 3 Long Range AWD,52640,2024,0,gris,France
Tesla Model 3 Long Range AWD,53670,2024,33,gris,France
Tesla Model 3 Long Range AWD,56280,2025,10,gris,France
Tesla Model 3 Performance,58790,2024,0,gris,France
Tesla Model X,112790,2024,15,gris,France
Tesla Model S Plaid,115680,2024,26,gris,France
Tesla Model X Plaid,117590,2024,20,gris,France
Tesla Model X Plaid,126890,2024,20,gris,France
