modelo;kilometraje;precio;color;año;pais
Model Y;4;47660;azul;2025;España
Model X;108044;47900;azul;2018;España
Model Y;4;48060;azul;2025;España
Model Y;0;49410;azul;2025;España
Model Y;2501;50950;azul;2024;España
Model Y;2857;51420;azul;2024;España
Model Y;612;56740;azul;2024;España
Model Y;9;58970;azul;2024;España
Model 3;10;59770;azul;2025;España
Model Y;7;60270;azul;2024;España
Model S;6196;88890;azul;2023;España
Model S;942;90270;azul;2024;España
Model S;21;115240;azul;2024;España
Model 3;60048;28900;negro;2019;España
Model 3;15290;31600;negro;2022;España
Model 3;73607;32400;negro;2020;España
Model 3;76956;33000;negro;2021;España
Model S;70614;33200;negro;2018;España
Model S;68302;33900;negro;2018;España
Model 3;42189;34000;negro;2021;España
Model 3;73;38770;negro;2024;España
Model Y;8864;42140;negro;2024;España
Model Y;5950;42670;negro;2024;España
Model 3;0;42770;negro;2025;España
Model 3;15;43750;negro;2024;España
Model Y;48582;43800;negro;2023;España
Model 3;9;44370;negro;2025;España
Model Y;5624;44770;negro;2024;España
Model 3;13;45070;negro;2024;España
Model 3;223;45220;negro;2024;España
Model Y;0;45560;negro;2024;España
Model Y;9;47140;negro;2024;España
Model Y;0;48060;negro;2025;España
Model Y;2;49110;negro;2025;España
Model Y;1520;52480;negro;2024;España
Model Y;12;52990;negro;2024;España
Model Y;2;53060;negro;2025;España
Model 3;3853;54660;negro;2024;España
Model 3;1726;55390;negro;2024;España
Model 3;0;59770;negro;2024;España
Model 3;0;60820;negro;2024;España
Model Y;395;61500;negro;2024;España
Model Y;6;61620;negro;2024;España
Model S;12410;78800;negro;2023;España
Model S;8276;79900;negro;2023;España
Model X;11765;82500;negro;2023;España
Model S;577;90520;negro;2024;España
Model X;4022;100570;negro;2024;España
Model S;3652;101270;negro;2024;España
Model X;5310;102220;negro;2024;España
Model S;1700;102320;negro;2023;España
Model X;3206;109710;negro;2024;España
Model X;0;116170;negro;2023;España
Model X;0;119670;negro;2023;España
Model 3;37725;30800;plata;2022;España
Model 3;63769;33000;plata;2021;España
Model X;21472;85500;plata;2023;España
Model X;0;118070;plata;2023;España
Model 3;79681;32500;rojo;2021;España
Model 3;57522;34100;rojo;2021;España
Model 3;26089;34900;rojo;2021;España
Model 3;30168;37100;rojo;2022;España
Model 3;18379;43200;rojo;2023;España
Model 3;0;38470;rojo;2025;España
Model 3;15;38520;rojo;2024;España
Model 3;2051;44360;rojo;2024;España
Model S;3269;83600;rojo;2023;España
Model X;25;119820;rojo;2024;España
Model 3;3818;38300;gris;2024;España
Model 3;15795;45000;gris;2024;España
Model 3;10;46770;gris;2025;España
Model 3;13;48120;gris;2024;España
Model 3;15;48370;gris;2025;España
Model 3;33;49420;gris;2024;España
Model 3;3325;54860;gris;2024;España
Model 3;13;56020;gris;2024;España
Model 3;0;60820;gris;2024;España
Model S;1151;91080;gris;2024;España
Model S;28;91790;gris;2024;España
Model S;0;102330;gris;2024;España
Model X;208;104730;gris;2024;España
Model X;33;113820;gris;2024;España
Model S;20;116660;gris;2024;España
Model 3;40421;35900;blanco;2021;Portugal
Model Y;0;41475;blanco;2025;Portugal
Model Y;5;42555;blanco;2025;Portugal
Model Y;35338;42600;blanco;2022;Portugal
Model Y;3749;42605;blanco;2024;Portugal
Model Y;54383;42700;blanco;2022;Portugal
Model Y;31967;43800;blanco;2022;Portugal
Model Y;32157;43800;blanco;2022;Portugal
Model Y;28496;45600;blanco;2022;Portugal
Model Y;28755;45600;blanco;2022;Portugal
Model 3;10;45975;blanco;2025;Portugal
Model Y;4;46495;blanco;2025;Portugal
Model 3;16541;46500;blanco;2024;Portugal
Model 3;218;48205;blanco;2025;Portugal
Model Y;5268;48885;blanco;2023;Portugal
Model Y;4;49975;blanco;2025;Portugal
Model 3;0;49975;blanco;2024;Portugal
Model Y;6444;50825;blanco;2024;Portugal
Model Y;2;51325;blanco;2025;Portugal
Model Y;5;51515;blanco;2025;Portugal
Model Y;4;51655;blanco;2025;Portugal
Model Y;0;51655;blanco;2024;Portugal
Model Y;12;51655;blanco;2024;Portugal
Model 3;13;53775;blanco;2024;Portugal
Model Y;4;55455;blanco;2025;Portugal
Model 3;12;56155;blanco;2024;Portugal
Model 3;12;58475;blanco;2024;Portugal
Model 3;0;59675;blanco;2025;Portugal
Model 3;12;62275;blanco;2024;Portugal
Model S;7046;95025;blanco;2024;Portugal
Model S;1278;98665;blanco;2023;Portugal
Model S;17;115925;blanco;2024;Portugal
Model Y;9;42645;azul;2024;Portugal
Model Y;0;44715;azul;2024;Portugal
Model Y;0;45795;azul;2024;Portugal
Model 3;7458;49325;azul;2024;Portugal
Model Y;5887;49995;azul;2023;Portugal
Model Y;4;51275;azul;2025;Portugal
Model Y;0;52625;azul;2025;Portugal
Model Y;3709;52635;azul;2024;Portugal
Model Y;5;52755;azul;2025;Portugal
Model Y;0;53795;azul;2024;Portugal
Model Y;4;54035;azul;2024;Portugal
Model Y;4034;54985;azul;2024;Portugal
Model Y;0;56215;azul;2024;Portugal
Model 3;0;56245;azul;2024;Portugal
Model Y;12;57315;azul;2024;Portugal
Model Y;6;57345;azul;2025;Portugal
Model 3;0;57375;azul;2024;Portugal
Model Y;7;58455;azul;2024;Portugal
Model Y;9;59735;azul;2024;Portugal
Model 3;12;61175;azul;2024;Portugal
Model X;31;106445;azul;2024;Portugal
Model X;14816;106845;azul;2023;Portugal
Model X;116;115825;azul;2023;Portugal
Model 3;139637;26500;negro;2019;Portugal
Model 3;81783;32900;negro;2020;Portugal
Model 3;5398;41955;negro;2024;Portugal
Model Y;34918;42200;negro;2022;Portugal
Model 3;0;43475;negro;2025;Portugal
Model 3;0;43975;negro;2025;Portugal
Model 3;0;43975;negro;2024;Portugal
Model Y;31021;44500;negro;2022;Portugal
Model Y;5;44715;negro;2025;Portugal
Model Y;0;44715;negro;2024;Portugal
Model 3;27705;45100;negro;2022;Portugal
Model Y;7;45935;negro;2024;Portugal
Model 3;0;47275;negro;2025;Portugal
Model Y;46832;47300;negro;2022;Portugal
Model Y;37987;48000;negro;2022;Portugal
Model 3;0;48975;negro;2025;Portugal
Model 3;9383;50215;negro;2024;Portugal
Model Y;4;51275;negro;2025;Portugal
Model Y;2545;51405;negro;2024;Portugal
Model Y;2;52475;negro;2025;Portugal
Model Y;5;53575;negro;2024;Portugal
Model 3;13;57375;negro;2024;Portugal
Model Y;4;58735;negro;2025;Portugal
Model 3;0;59775;negro;2024;Portugal
Model Y;4;61475;negro;2025;Portugal
Model S;0;103525;negro;2023;Portugal
Model X;34;108075;negro;2023;Portugal
Model X;25;122025;negro;2023;Portugal
Model Y;36306;42300;plata;2022;Portugal
Model 3;14886;43900;plata;2023;Portugal
Model 3;19834;46600;plata;2022;Portugal
Model X;64984;58000;plata;2019;Portugal
Model 3;10;44675;rojo;2025;Portugal
Model 3;12;52715;rojo;2024;Portugal
Model 3;0;58035;rojo;2024;Portugal
Model 3;0;60475;rojo;2024;Portugal
Model S;23;96075;rojo;2024;Portugal
Model S;3393;115745;rojo;2024;Portugal
Model X;26;116205;rojo;2024;Portugal
Model X;31;126525;rojo;2024;Portugal
Model 3;0;43475;gris;2025;Portugal
Model 3;0;51275;gris;2024;Portugal
Model 3;94337;28200;blanco;2020;Francia
Model 3;68845;28900;blanco;2020;Francia
Model 3;112637;30600;blanco;2021;Francia
Model 3;53808;30800;blanco;2020;Francia
Model 3;52917;30700;blanco;2020;Francia
Model 3;57691;31000;blanco;2021;Francia
Model 3;63570;31000;blanco;2019;Francia
Model 3;49251;31100;blanco;2020;Francia
Model 3;46308;31200;blanco;2021;Francia
Model 3;79887;31300;blanco;2021;Francia
Model 3;61733;31800;blanco;2020;Francia
Model 3;76126;32000;blanco;2021;Francia
Model 3;55927;31800;blanco;2020;Francia
Model 3;44365;32200;blanco;2020;Francia
Model 3;65224;33300;blanco;2020;Francia
Model 3;37680;32800;blanco;2021;Francia
Model 3;24781;33900;blanco;2021;Francia
Model 3;40623;34700;blanco;2020;Francia
Model 3;31909;39400;blanco;2021;Francia
Model 3;10;39990;blanco;2025;Francia
Model Y;5;40990;blanco;2025;Francia
Model Y;226;40990;blanco;2025;Francia
Model Y;9;40990;blanco;2024;Francia
Model 3;0;41180;blanco;2025;Francia
Model 3;0;41180;blanco;2024;Francia
Model 3;0;41340;blanco;2025;Francia
Model Y;5;42180;blanco;2025;Francia
Model 3;0;42530;blanco;2025;Francia
Model 3;0;42530;blanco;2024;Francia
Model Y;10;43090;blanco;2024;Francia
Model S;96688;43400;blanco;2019;Francia
Model Y;7;44280;blanco;2024;Francia
Model 3;10;44990;blanco;2025;Francia
Model 3;13;45140;blanco;2025;Francia
Model 3;9561;45380;blanco;2024;Francia
Model Y;20423;46800;blanco;2022;Francia
Model Y;0;46990;blanco;2025;Francia
Model 3;6399;47240;blanco;2024;Francia
Model 3;5741;47490;blanco;2024;Francia
Model 3;2337;47540;blanco;2024;Francia
Model Y;5;47800;blanco;2025;Francia
Model Y;0;47990;blanco;2025;Francia
Model Y;5;47990;blanco;2024;Francia
Model 3;15;48620;blanco;2024;Francia
Model Y;0;49180;blanco;2025;Francia
Model Y;0;49180;blanco;2024;Francia
Model Y;6;49180;blanco;2024;Francia
Model Y;0;49340;blanco;2025;Francia
Model Y;4;49340;blanco;2024;Francia
Model Y;5;49530;blanco;2025;Francia
Model Y;0;49770;blanco;2025;Francia
Model 3;0;49990;blanco;2025;Francia
Model 3;0;49990;blanco;2024;Francia
Model Y;0;50090;blanco;2025;Francia
Model Y;0;50790;blanco;2024;Francia
Model Y;9;51110;blanco;2025;Francia
Model 3;0;51180;blanco;2025;Francia
Model 3;0;51180;blanco;2024;Francia
Model Y;0;51280;blanco;2025;Francia
Model 3;0;51340;blanco;2024;Francia
Model Y;0;51440;blanco;2025;Francia
Model Y;0;51850;blanco;2025;Francia
Model 3;15;52080;blanco;2024;Francia
Model 3;0;52370;blanco;2024;Francia
Model 3;0;52530;blanco;2024;Francia
Model Y;7;52630;blanco;2024;Francia
Model Y;15;52850;blanco;2024;Francia
Model 3;0;53790;blanco;2024;Francia
Model Y;0;53990;blanco;2025;Francia
Model X;53949;54000;blanco;2020;Francia
Model X;91785;54100;blanco;2020;Francia
Model 3;9;55160;blanco;2024;Francia
Model Y;4;55180;blanco;2025;Francia
Model Y;0;55180;blanco;2024;Francia
Model Y;0;55340;blanco;2024;Francia
Model 3;0;57490;blanco;2024;Francia
Model Y;0;57790;blanco;2025;Francia
Model 3;0;58680;blanco;2024;Francia
Model Y;2;59140;blanco;2025;Francia
Model S;3414;83980;blanco;2023;Francia
Model S;723;90200;blanco;2024;Francia
Model X;21;103390;blanco;2024;Francia
Model S;25;115290;blanco;2024;Francia
Model X;0;117090;blanco;2023;Francia
Model X;0;120890;blanco;2024;Francia
Model 3;56115;30000;azul;2020;Francia
Model 3;50581;30900;azul;2021;Francia
Model 3;22191;31700;azul;2020;Francia
Model 3;78898;32600;azul;2020;Francia
Model 3;90951;34100;azul;2021;Francia
Model 3;43763;38000;azul;2021;Francia
Model 3;13;40080;azul;2024;Francia
Model 3;1848;40520;azul;2024;Francia
Model 3;807;40640;azul;2024;Francia
Model 3;0;41140;azul;2024;Francia
Model 3;21;41170;azul;2024;Francia
Model 3;0;41290;azul;2025;Francia
Model 3;15;41440;azul;2024;Francia
Model 3;29;41440;azul;2024;Francia
Model 3;2629;41440;azul;2024;Francia
Model 3;0;42480;azul;2024;Francia
Model 3;0;42640;azul;2025;Francia
Model 3;0;42640;azul;2024;Francia
Model Y;5;43480;azul;2025;Francia
Model X;114328;44200;azul;2019;Francia
Model Y;0;49290;azul;2025;Francia
Model 3;0;49330;azul;2024;Francia
Model 3;1412;50170;azul;2024;Francia
Model Y;4;50390;azul;2025;Francia
Model 3;15;50600;azul;2024;Francia
Model Y;4;50640;azul;2025;Francia
Model 3;0;51290;azul;2025;Francia
Model 3;0;51290;azul;2024;Francia
Model Y;4;51390;azul;2025;Francia
Model Y;7;51390;azul;2024;Francia
Model S;96181;51500;azul;2020;Francia
Model Y;5;52390;azul;2025;Francia
Model 3;0;52480;azul;2024;Francia
Model 3;0;52640;azul;2024;Francia
Model Y;4;53090;azul;2025;Francia
Model S;58870;53550;azul;2020;Francia
Model Y;5;55290;azul;2025;Francia
Model Y;4;56640;azul;2025;Francia
Model Y;0;57830;azul;2025;Francia
Model 3;12;58790;azul;2025;Francia
Model 3;19;62590;azul;2024;Francia
Model S;1064;89220;azul;2024;Francia
Model S;50;96400;azul;2023;Francia
Model X;401;113040;azul;2024;Francia
Model X;60;118690;azul;2023;Francia
Model X;31;124890;azul;2023;Francia
Model 3;55066;31200;negro;2019;Francia
Model 3;63684;33400;negro;2020;Francia
Model 3;51506;33700;negro;2019;Francia
Model 3;36843;35300;negro;2023;Francia
Model 3;28589;36500;negro;2023;Francia
Model S;84325;38000;negro;2018;Francia
Model 3;15;41140;negro;2024;Francia
Model 3;0;41290;negro;2025;Francia
Model 3;12;41290;negro;2024;Francia
Model S;102621;41400;negro;2019;Francia
Model 3;12;42080;negro;2024;Francia
Model 3;0;42480;negro;2025;Francia
Model 3;0;42480;negro;2024;Francia
Model 3;0;42640;negro;2025;Francia
Model 3;0;42640;negro;2024;Francia
Model 3;10;42640;negro;2024;Francia
Model 3;12;42640;negro;2024;Francia
Model Y;4;44390;negro;2025;Francia
Model Y;9;44390;negro;2024;Francia
Model S;99838;44500;negro;2019;Francia
Model 3;0;46290;negro;2025;Francia
Model 3;9;47480;negro;2025;Francia
Model 3;12;47480;negro;2025;Francia
Model Y;0;47830;negro;2024;Francia
Model 3;6166;48500;negro;2024;Francia
Model Y;14953;48800;negro;2022;Francia
Model Y;0;49290;negro;2025;Francia
Model Y;0;49290;negro;2024;Francia
Model Y;145;49290;negro;2024;Francia
Model Y;2;50480;negro;2025;Francia
Model 3;12;50600;negro;2024;Francia
Model Y;0;50640;negro;2025;Francia
Model 3;0;51290;negro;2025;Francia
Model 3;10;51290;negro;2025;Francia
Model 3;0;51290;negro;2024;Francia
Model Y;0;51390;negro;2025;Francia
Model Y;5;51390;negro;2024;Francia
Model X;95034;51800;negro;2019;Francia
Model Y;2;51830;negro;2025;Francia
Model 3;0;52480;negro;2024;Francia
Model Y;7;52580;negro;2024;Francia
Model Y;4;53090;negro;2025;Francia
Model Y;4;53090;negro;2024;Francia
Model Y;4;53890;negro;2025;Francia
Model Y;5;54280;negro;2025;Francia
Model Y;4;54440;negro;2025;Francia
Model X;59026;55000;negro;2019;Francia
Model Y;0;55290;negro;2025;Francia
Model Y;4;55290;negro;2024;Francia
Model Y;5;56480;negro;2024;Francia
Model Y;0;56640;negro;2025;Francia
Model Y;0;56640;negro;2024;Francia
Model 3;0;58790;negro;2024;Francia
Model 3;0;59980;negro;2024;Francia
Model Y;7;60280;negro;2024;Francia
Model 3;10;62590;negro;2024;Francia
Model S;5165;87220;negro;2024;Francia
Model S;27477;88500;negro;2023;Francia
Model S;31;92140;negro;2024;Francia
Model S;1011;102280;negro;2023;Francia
Model X;18;102780;negro;2024;Francia
Model X;49;108190;negro;2024;Francia
Model X;20;109390;negro;2024;Francia
Model S;541;109940;negro;2024;Francia
Model X;20;115290;negro;2024;Francia
Model S;17;115490;negro;2024;Francia
Model X;23;118690;negro;2023;Francia
Model X;20;119290;negro;2024;Francia
Model 3;54847;27300;plata;2020;Francia
Model S;127132;28600;plata;2018;Francia
Model 3;65352;29200;plata;2019;Francia
Model 3;40244;29500;plata;2021;Francia
Model 3;46586;31300;plata;2020;Francia
Model 3;45587;32600;plata;2019;Francia
Model 3;88254;33500;plata;2021;Francia
Model 3;30295;39200;plata;2020;Francia
Model X;91833;43200;plata;2018;Francia
Model 3;12996;45900;plata;2023;Francia
Model S;56744;45900;plata;2019;Francia
Model 3;28590;46000;plata;2023;Francia
Model X;130467;47000;plata;2020;Francia
Model X;75286;48500;plata;2019;Francia
Model X;98188;49000;plata;2019;Francia
Model X;52351;49900;plata;2018;Francia
Model X;84586;51400;plata;2019;Francia
Model X;64177;53800;plata;2019;Francia
Model X;124770;55500;plata;2020;Francia
Model X;55363;56000;plata;2019;Francia
Model X;12384;91000;plata;2023;Francia
Model X;86;109290;plata;2023;Francia
Model 3;136796;29000;rojo;2021;Francia
Model 3;68266;29900;rojo;2022;Francia
Model 3;91051;30200;rojo;2021;Francia
Model 3;64707;33700;rojo;2021;Francia
Model 3;38031;34100;rojo;2020;Francia
Model 3;40947;34600;rojo;2023;Francia
Model 3;42177;36900;rojo;2021;Francia
Model Y;10713;44500;rojo;2023;Francia
Model S;90274;44700;rojo;2019;Francia
Model 3;3906;38780;rojo;2024;Francia
Model 3;0;41830;rojo;2024;Francia
Model 3;52;41850;rojo;2024;Francia
Model 3;10;41900;rojo;2024;Francia
Model 3;0;41990;rojo;2025;Francia
Model 3;0;41990;rojo;2024;Francia
Model 3;15;42010;rojo;2024;Francia
Model 3;23;43010;rojo;2024;Francia
Model 3;12;43120;rojo;2024;Francia
Model 3;10;43180;rojo;2025;Francia
Model 3;0;43180;rojo;2024;Francia
Model 3;13;43280;rojo;2024;Francia
Model 3;0;43340;rojo;2025;Francia
Model 3;0;43340;rojo;2024;Francia
Model 3;12;45790;rojo;2024;Francia
Model 3;21;45790;rojo;2024;Francia
Model 3;13;50430;rojo;2024;Francia
Model 3;70;51540;rojo;2024;Francia
Model 3;10;51580;rojo;2024;Francia
Model 3;0;51990;rojo;2024;Francia
Model 3;15;52580;rojo;2024;Francia
Model 3;15;52700;rojo;2024;Francia
Model 3;12;53000;rojo;2024;Francia
Model 3;0;53180;rojo;2024;Francia
Model 3;15;53880;rojo;2024;Francia
Model 3;12;55720;rojo;2024;Francia
Model 3;24;59490;rojo;2024;Francia
Model 3;13;60070;rojo;2024;Francia
Model 3;11;64480;rojo;2024;Francia
Model S;5313;101140;rojo;2024;Francia
Model S;21;102300;rojo;2024;Francia
Model X;26;109200;rojo;2024;Francia
Model X;197;113290;rojo;2024;Francia
Model 3;0;42640;gris;2025;Francia
Model 3;10;46440;gris;2024;Francia
